C.Power Supply Position in States,,,,,,,,Date
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Peak hour
Shortage (MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",01.01.14
"D. Transnational Exchanges (MU) - Import(+ve)/Export(-ve)
Bhutan Nepal Bangladesh
Actual(MU) 36.9 -3.4 -22.3
Day peak (MW) 1560.3 -333.0 -982.0
E. Import/export By Regions(in MU) - Import(+ve)/Export(-ve); OD(+)/UD(-)
NR WR SR ER NER TOTAL
Schedule(MU) 202.1 -191.4 50.0 -57.5 -5.2 -2.0
Actual(MU) 195.3 -186.2 33.1 -37.6 -5.4 -0.8
O/D/U/D(MU) -6.8 5.2 -16.9 19.9 -0.2 1.2
F. Generation Outage(MW)
NR WR SR ER NER Total
Central Sector 2859 14982 6242 1620 118 25821
State Sector 6980 11760 6783 7115 50 32688
Total 9839 26742 13025 8735 168 58509
G. Sourcewise generation (MU)
NR WR SR ER NER All India
Thermal (Coal & Lignite) 681 1224 571 372 7 2854
Hydro 253 43 96 125 28 545
Nuclear 23 27 36 0 0 86
Gas, Naptha & Diesel 31 73 25 0 24 153
RES (Wind, Solar, Biomass & Others) 49 46 178 0 0 272
Total 1037 1412 906 497 59 3911
Share of RES in total generation (%) 4.70 3.23 19.61 0.01 0.09 6.96
Share of Non-fossil fuel (Hydro, Nuclear and
31.35 8.19 34.20 25.16 46.82 23.09
RES) in total generation (%)
H. Diversity Factor
All India Demand Diversity Factor 1.023
Diversity factor = Sum of regional maximum demands / All India maximum demand
*Source: RLDCs for solar connected to ISTS; SLDCs for embedded solar. Limited visibility of embedded solar data.
कार्पय ालक निदेशक (रा० भा० प्र०े के०)",,,,,,,,,18.09.18
Region,FVI,<49.7,49.7-49.8,49.8-49.9,<49.9,49.9-50.05,> 50.05,,18.09.19
All India,0.025,0.00,0.00,2.63,2.63,75.69,21.68,,18.09.19
C. Power Supply Position in States,,,,,,,,,18.09.19
Region,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)",Energy Met (MU),"Drawal
Schedule (MU)","OD(+)/UD(-)
(MU)","Max OD
(MW)","Energy
Shortage (MU)",18.09.19
,Punjab,10776,0,239.6,132.5,-1.0,102,0.0,18.09.19
,Haryana,9614,0,209.7,149.8,0.1,184,0.0,18.09.19
,Rajasthan,10977,0,245.4,72.3,-1.7,484,0.0,18.09.19
,Delhi,6027,0,125.1,102.3,-1.1,210,0.0,18.09.19
NR,UP,18980,0,393.2,180.8,-0.9,515,0.0,18.09.19
,Uttarakhand,1841,0,38.2,12.7,-0.6,124,0.0,18.09.19
,HP,1394,0,30.0,3.8,0.1,94,0.0,18.09.19
,J&K,2226,556,41.2,19.1,-1.0,268,9.8,18.09.19
,Chandigarh,297,0,5.9,6.7,-0.8,-1,0.0,18.09.19
WR,Chhattisgarh,3970,0,89.8,36.1,0.5,187,0.0,18.09.19
,Gujarat,13896,0,311.6,91.4,2.9,504,0.0,18.09.19
,MP,7743,0,167.7,69.0,-3.9,174,0.0,18.09.19
,Maharashtra,18793,0,412.2,157.3,-0.3,368,0.0,18.09.19
,Goa,541,0,11.3,10.8,-0.1,44,0.0,18.09.19
,DD,317,0,7.2,6.7,0.4,50,0.0,18.09.19
,DNH,771,0,18.1,18.2,-0.1,209,0.0,18.09.19
,Essar steel,299,0,5.7,5.6,0.1,438,0.0,18.09.19
SR,Andhra Pradesh,7360,0,162.7,42.5,1.1,1294,0.0,18.09.19
,Telangana,9526,0,194.5,56.3,-1.3,578,0.0,18.09.19
,Karnataka,9084,0,179.8,43.8,1.0,573,0.0,18.09.19
,Kerala,3455,0,69.2,46.3,1.8,206,0.0,18.09.19
,Tamil Nadu,12874,0,274.6,110.4,-1.0,474,0.0,18.09.19
,Pondy,330,0,6.9,7.3,-0.4,55,0.0,18.09.19
ER,Bihar,5125,0,93.4,93.4,-2.5,50,0.0,18.09.19
,DVC,2820,0,61.8,-21.7,0.4,160,0.0,18.09.19
,Jharkhand,1313,0,25.1,16.7,-0.9,50,0.0,18.09.19
,Odisha,4842,0,103.0,24.8,7.2,473,0.0,18.09.19
,West Bengal,8463,0,174.9,73.7,0.3,300,0.0,18.09.19
,Sikkim,90,0,1.1,1.2,-0.1,10,0.0,18.09.19
,Arunachal Pradesh,130,1,2.1,3.3,-1.2,13,0.0,18.09.19
,Assam,1794,110,31.4,26.6,0.8,146,1.0,18.09.19
NER,Manipur,144,2,2.4,2.2,0.2,14,0.0,18.09.19
,Meghalaya,313,0,5.3,0.7,-0.2,51,0.0,18.09.19
,Mizoram,69,1,1.6,0.3,1.1,39,0.0,18.09.19
,Nagaland,129,1,2.1,2.3,-0.5,37,0.0,18.09.19
,Tripura,295,1,5.3,5.7,0.1,65,0.1,18.09.19
"D. Transnational Exchanges (MU) - Import(+ve)/Export(-ve)
Bhutan Nepal Bangladesh
Actual(MU) 43.1 -4.6 -25.9
Day peak (MW) 1846.9 -215.0 -1106.0
E. Import/export By Regions(in MU) - Import(+ve)/Export(-ve); OD(+)/UD(-)
NR WR SR ER NER TOTAL
Schedule(MU) 295.8 -241.3 23.1 -64.4 -6.6 6.6
Actual(MU) 298.8 -239.4 22.2 -77.2 -7.7 -3.2
O/D/U/D(MU) 3.1 2.0 -0.9 -12.8 -1.2 -9.8
F. Generation Outage(MW)
NR WR SR ER NER Total
Central Sector 3826 15620 8222 1700 153 29521
State Sector 6570 20828 9220 6310 50 42977
Total 10396 36447 17442 8010 203 72498
G. Sourcewise generation (MU)
NR WR SR ER NER All India
Coal 573 966 426 418 11 2394
Lignite 19 12 42 0 0 73
Hydro 322 116 149 135 27 750
Nuclear 27 20 61 0 0 107
Gas, Naptha & Diesel 41 65 16 0 25 147
RES (Wind, Solar, Biomass & Others) 71 76 180 2 0 328
Total 1054 1254 873 555 63 3800
Share of RES in total generation (%) 6.74 6.02 20.61 0.33 0.06 8.64
Share of Non-fossil fuel (Hydro, Nuclear and
39.90 16.88 44.62 24.72 42.54 31.21
RES) in total generation (%)
H. Diversity Factor
All India Demand Diversity Factor 1.023
Diversity factor = Sum of regional maximum demands / All India maximum demand
*Source: RLDCs for solar connected to ISTS; SLDCs for embedded solar. Limited visibility of embedded solar data.
मख्ु य महाप्रबधं क (रा० भा० प्र०े के०)",,,,,,,,,18.09.19
Region,States,"Max.Demand
Metduringthe
day(MW)","Shortageduring
maximum
Demand(MW)","EnergyMet
(MU)","Drawal
Schedule
(MU)","OD(+)/UD(-)
(MU)","MaxOD
(MW)","Energy
Shortage
(MU)",18.09.20
NR,Punjab,11886,0,272.1,151.1,-1.7,58,0.0,18.09.20
,Haryana,9780,0,218.1,149.5,0.7,201,0.0,18.09.20
,Rajasthan,11693,0,263.7,85.0,-2.1,366,0.0,18.09.20
,Delhi,6040,0,124.6,109.0,0.0,216,0.0,18.09.20
,UP,23566,50,473.7,228.3,-0.2,559,0.0,18.09.20
,Uttarakhand,1883,0,40.4,19.0,0.8,143,0.0,18.09.20
,HP,1426,0,31.7,4.4,-0.3,120,0.0,18.09.20
,J&K(UT)&Ladakh(UT),2469,0,47.9,26.5,-0.1,149,0.0,18.09.20
,Chandigarh,317,0,6.3,6.3,0.0,19,0.0,18.09.20
WR,Chhattisgarh,4265,0,99.3,41.3,-1.2,210,0.0,18.09.20
,Gujarat,13540,0,304.2,92.3,-0.2,613,0.0,18.09.20
,MP,9744,0,225.1,107.2,-1.9,575,0.0,18.09.20
,Maharashtra,18274,0,395.7,143.0,-3.9,666,0.0,18.09.20
,Goa,404,0,8.8,8.5,-0.2,38,0.0,18.09.20
,DD,301,0,6.9,6.9,0.0,28,0.0,18.09.20
,DNH,737,0,17.3,17.5,-0.2,31,0.0,18.09.20
,AMNSIL,768,0,17.2,2.9,0.1,214,0.0,18.09.20
SR,AndhraPradesh,7170,0,157.3,44.7,-0.4,487,0.0,18.09.20
,Telangana,7024,0,143.0,53.7,0.2,658,0.0,18.09.20
,Karnataka,7549,0,149.8,54.6,1.8,599,0.0,18.09.20
,Kerala,3120,0,64.3,38.8,0.6,170,0.0,18.09.20
,TamilNadu,13002,0,286.5,137.8,-2.9,317,0.0,18.09.20
,Puducherry,365,0,7.7,8.0,-0.3,31,0.0,18.09.20
ER,Bihar,5636,0,114.0,108.8,-0.7,182,0.0,18.09.20
,DVC,3001,0,59.8,-46.4,-0.3,334,0.0,18.09.20
,Jharkhand,1528,0,29.2,22.5,-1.7,170,0.0,18.09.20
,Odisha,4572,0,96.7,22.1,-0.4,422,0.0,18.09.20
,WestBengal,7936,0,161.6,49.7,0.1,454,0.0,18.09.20
,Sikkim,86,0,1.2,1.3,-0.2,28,0.0,18.09.20
NER,ArunachalPradesh,107,1,2.1,2.3,-0.2,18,0.0,18.09.20
,Assam,1561,20,28.1,24.0,-0.0,129,0.0,18.09.20
,Manipur,201,1,2.7,2.6,0.1,33,0.0,18.09.20
,Meghalaya,325,0,5.4,1.5,-0.3,23,0.0,18.09.20
,Mizoram,89,1,1.8,1.0,0.4,20,0.0,18.09.20
,Nagaland,119,2,2.1,2.5,-0.6,6,0.0,18.09.20
,Tripura,285,2,5.0,6.1,-0.2,28,0.0,18.09.20
,,,,,,,,,18.09.20
NR,Punjab,10367,0,235.8,163.5,-0.3,163,0.00,18.09.21
,Haryana,7715,0,162.2,124.3,1.9,308,2.97,18.09.21
,Rajasthan,9892,0,220.5,77.5,0.3,388,0.16,18.09.21
,Delhi,4301,0,91.2,81.2,-1.6,337,0.00,18.09.21
,UP,18809,0,334.3,112.2,0.0,478,1.40,18.09.21
,Uttarakhand,1985,0,42.8,12.9,0.4,104,0.15,18.09.21
,HP,1470,0,32.3,-2.4,0.3,76,0.00,18.09.21
,J&K(UT) & Ladakh(UT),2530,250,47.0,23.7,0.8,330,3.45,18.09.21
,Chandigarh,270,0,5.5,5.9,-0.4,12,0.00,18.09.21
WR,Chhattisgarh,3764,0,81.8,33.5,0.7,341,0.00,18.09.21
,Gujarat,14252,0,312.2,174.6,4.2,717,0.30,18.09.21
,MP,9378,0,191.2,108.2,0.0,578,0.00,18.09.21
,Maharashtra,20638,0,459.2,147.6,0.8,657,0.00,18.09.21
,Goa,586,0,12.4,11.3,0.5,54,0.00,18.09.21
,DD,342,0,7.7,7.3,0.4,67,0.00,18.09.21
,DNH,828,0,17.4,17.6,-0.2,88,0.00,18.09.21
,AMNSIL,703,0,15.8,5.3,-0.8,158,0.00,18.09.21
SR,Andhra Pradesh,10338,0,209.3,97.4,-1.4,571,0.00,18.09.21
,Telangana,12432,0,240.1,76.4,-2.8,372,0.00,18.09.21
,Karnataka,11723,0,216.2,43.5,0.1,984,0.00,18.09.21
,Kerala,3679,0,74.5,45.8,0.1,218,0.00,18.09.21
,Tamil Nadu,14573,0,321.7,187.9,3.8,2490,1.24,18.09.21
,Puducherry,415,0,8.7,9.1,-0.4,34,0.00,18.09.21
ER,Bihar,5831,0,107.4,101.5,-0.1,396,3.24,18.09.21
,DVC,3045,0,63.7,-49.3,0.9,559,0.46,18.09.21
,Jharkhand,1265,0,29.1,21.6,-0.5,197,0.90,18.09.21
,Odisha,5472,0,114.2,45.9,0.0,323,0.00,18.09.21
,West Bengal,7664,0,151.2,34.0,1.2,423,0.00,18.09.21
,Sikkim,95,0,1.5,1.4,0.1,39,0.00,18.09.21
NER,Arunachal Pradesh,135,0,2.3,2.7,-0.6,47,0.00,18.09.21
,Assam,1773,0,32.7,26.0,-0.2,105,0.00,18.09.21
,Manipur,187,0,2.5,2.6,-0.1,42,0.00,18.09.21
,Meghalaya,320,0,5.5,2.4,-0.2,48,0.00,18.09.21
,Mizoram,98,0,1.2,1.2,-0.4,14,0.00,18.09.21
,Nagaland,126,0,2.5,2.1,-0.1,16,0.00,18.09.21
,Tripura,252,0,4.7,4.4,-0.4,90,0.00,18.09.21
NR,Punjab,11779,0,264.1,159.0,-0.4,152,0.00,18.09.22
,Haryana,9026,150,190.1,125.4,0.6,215,1.93,18.09.22
,Rajasthan,13576,0,288.7,106.9,1.9,385,0.00,18.09.22
,Delhi,5094,0,99.3,89.3,-2.3,48,0.00,18.09.22
,UP,20606,0,378.5,141.2,2.1,832,0.00,18.09.22
,Uttarakhand,1746,0,36.1,9.9,0.2,98,0.15,18.09.22
,HP,1567,0,32.7,-0.1,0.6,93,0.00,18.09.22
,J&K(UT) & Ladakh(UT),2517,200,49.6,27.5,0.8,280,0.70,18.09.22
,Chandigarh,265,0,5.1,5.0,0.1,29,0.00,18.09.22
WR,Chhattisgarh,4553,0,106.7,53.9,0.3,309,0.00,18.09.22
,Gujarat,14730,0,327.5,224.9,-4.7,383,0.00,18.09.22
,MP,9911,0,206.6,88.0,-3.3,263,0.00,18.09.22
,Maharashtra,19695,0,421.9,150.2,-4.8,565,0.00,18.09.22
,Goa,557,0,11.3,10.8,-0.1,62,0.00,18.09.22
,DNHDDPDCL,1128,0,26.3,26.2,0.1,41,0.00,18.09.22
,AMNSIL,612,0,13.7,7.9,-0.3,206,0.00,18.09.22
SR,Andhra Pradesh,10391,0,208.5,57.7,0.2,696,0.00,18.09.22
,Telangana,11841,0,214.8,65.2,-0.6,800,0.00,18.09.22
,Karnataka,9162,0,172.0,44.6,-1.2,816,0.00,18.09.22
,Kerala,3432,0,71.1,31.5,-0.7,189,0.00,18.09.22
,Tamil Nadu,13780,0,314.8,136.4,-2.0,539,0.00,18.09.22
,Puducherry,372,0,8.6,8.0,-0.1,40,0.00,18.09.22
ER,Bihar,6216,0,114.7,104.1,-0.1,289,0.54,18.09.22
,DVC,3382,0,71.4,-15.9,1.6,311,0.00,18.09.22
,Jharkhand,1540,170,31.5,21.0,-0.5,168,1.23,18.09.22
,Odisha,6350,0,137.5,58.8,-0.6,479,0.00,18.09.22
,West Bengal,8464,0,160.6,31.2,1.8,539,0.00,18.09.22
,Sikkim,92,0,1.0,1.2,-0.2,24,0.00,18.09.22
NER,Arunachal Pradesh,145,0,2.4,2.3,-0.2,21,0.00,18.09.22
,Assam,2225,0,41.7,33.2,1.2,130,0.00,18.09.22
,Manipur,181,0,2.6,2.6,0.0,18,0.00,18.09.22
,Meghalaya,322,0,6.0,1.8,-0.1,48,0.00,18.09.22
,Mizoram,92,0,1.6,0.9,0.1,18,0.00,18.09.22
,Nagaland,153,0,2.9,2.5,0.0,11,0.00,18.09.22
,Tripura,302,0,5.0,5.6,0.0,52,0.00,18.09.22
NR,Punjab,9594,0,190.5,112.6,-0.7,205,0.00,18.09.23
,Haryana,9366,0,190.9,149.3,-0.5,251,0.00,18.09.23
,Rajasthan,10799,0,239.1,78.1,-3.5,236,0.00,18.09.23
,Delhi,5495,0,114.8,103.9,-1.3,116,0.00,18.09.23
,UP,24420,0,460.9,208.3,0.4,1043,0.00,18.09.23
,Uttarakhand,2209,0,45.2,21.3,0.5,113,0.00,18.09.23
,HP,1488,0,30.3,-0.3,-0.5,64,0.00,18.09.23
,J&K(UT) & Ladakh(UT),2399,0,48.0,23.8,1.0,170,0.00,18.09.23
,Chandigarh,301,0,6.0,6.4,-0.4,35,0.00,18.09.23
,Railways_NR ISTS,176,0,3.4,3.5,-0.1,16,0.00,18.09.23
WR,Chhattisgarh,4526,0,101.2,48.8,-1.3,357,0.00,18.09.23
,Gujarat,15839,0,339.6,151.2,-0.4,1028,0.00,18.09.23
,MP,10869,0,219.8,91.9,-2.4,334,0.00,18.09.23
,Maharashtra,24975,0,530.2,208.1,-3.2,653,0.00,18.09.23
,Goa,625,0,13.0,13.2,-0.7,29,0.00,18.09.23
,DNHDDPDCL,1268,0,28.8,29.0,-0.2,43,0.00,18.09.23
,AMNSIL,820,0,18.5,9.1,0.1,71,0.00,18.09.23
,BALCO,520,0,12.4,12.5,-0.1,5,0.00,18.09.23
SR,Andhra Pradesh,11309,0,226.9,84.4,0.0,651,0.00,18.09.23
,Telangana,14118,0,276.7,143.6,2.1,721,0.00,18.09.23
,Karnataka,12940,0,226.6,69.5,-3.8,656,0.00,18.09.23
,Kerala,3857,0,76.9,64.2,1.4,253,0.00,18.09.23
,Tamil Nadu,14384,0,306.5,145.9,0.1,1171,0.00,18.09.23
,Puducherry,382,0,8.4,8.0,-0.3,53,0.00,18.09.23
ER,Bihar,7144,0,152.2,145.2,1.1,391,0.19,18.09.23
,DVC,3491,0,76.0,-26.3,1.8,685,0.00,18.09.23
,Jharkhand,1681,165,36.4,30.9,0.4,225,1.91,18.09.23
,Odisha,5919,0,129.1,56.4,-1.1,478,0.00,18.09.23
,West Bengal,9768,0,192.7,75.0,-3.3,61,0.00,18.09.23
,Sikkim,84,0,1.2,1.3,-0.2,12,0.00,18.09.23
,Railways_ER ISTS,22,0,0.2,0.2,-0.1,3,0.00,18.09.23
NER,Arunachal Pradesh,156,0,3.0,3.1,-0.4,35,0.00,18.09.23
,Assam,2127,0,42.8,33.6,1.8,222,0.00,18.09.23
,Manipur,190,0,2.5,2.8,-0.3,27,0.00,18.09.23
,Meghalaya,338,8,5.8,1.9,-0.1,31,0.11,18.09.23
,Mizoram,105,0,1.7,1.5,-0.4,5,0.00,18.09.23
,Nagaland,169,0,2.7,2.5,-0.2,18,0.00,18.09.23
,Tripura,290,0,5.1,5.2,0.0,62,0.00,18.09.23
NR,Punjab,14800,0,296.8,161.0,-0.3,940,0.00,18.09.24
,Haryana,9703,0,209.7,153.4,-2.3,254,0.01,18.09.24
,Rajasthan,13715,0,300.5,92.3,1.2,816,1.96,18.09.24
,Delhi,5170,0,107.8,105.4,-0.1,246,0.00,18.09.24
,UP,19806,0,377.9,160.8,0.3,454,0.69,18.09.24
,Uttarakhand,2090,0,45.4,19.0,0.4,154,0.00,18.09.24
,HP,1768,0,37.0,5.1,-0.4,121,0.00,18.09.24
,J&K(UT) & Ladakh(UT),2691,0,55.5,34.2,3.4,380,0.83,18.09.24
,Chandigarh,292,0,6.0,6.0,0.0,45,0.00,18.09.24
,Railways_NR ISTS,201,0,4.0,3.9,0.1,54,0.00,18.09.24
WR,Chhattisgarh,5025,89,109.8,53.5,0.1,347,0.42,18.09.24
,Gujarat,21437,0,444.0,189.6,-0.9,1156,0.00,18.09.24
,MP,10344,0,199.6,65.0,-0.6,613,0.00,18.09.24
,Maharashtra,25883,2079,535.2,166.8,3.4,1374,3.38,18.09.24
,Goa,673,0,14.0,11.4,2.3,59,0.00,18.09.24
,DNHDDPDCL,1328,0,30.1,29.9,0.2,48,0.00,18.09.24
,AMNSIL,802,0,17.6,7.4,0.9,281,0.00,18.09.24
,BALCO,527,0,12.6,12.7,-0.1,518,0.00,18.09.24
SR,Andhra Pradesh,12710,0,245.0,92.2,-0.6,419,0.00,18.09.24
,Telangana,14856,0,296.5,153.8,0.1,958,0.00,18.09.24
,Karnataka,15288,0,269.1,109.8,0.1,927,0.00,18.09.24
,Kerala,4158,0,84.8,52.0,0.5,478,0.24,18.09.24
,Tamil Nadu,18576,0,406.1,179.4,1.0,929,0.00,18.09.24
,Puducherry,519,0,11.0,10.4,-0.1,43,0.00,18.09.24
ER,Bihar,7309,277,138.3,128.8,-2.3,317,1.53,18.09.24
,DVC,3326,0,66.7,-45.8,-1.7,270,0.00,18.09.24
,Jharkhand,2043,0,38.3,29.2,-0.9,198,0.56,18.09.24
,Odisha,6167,0,121.2,24.4,-2.1,338,0.00,18.09.24
,West Bengal,9894,0,195.0,68.8,-1.2,870,0.00,18.09.24
,Sikkim,84,0,1.3,1.5,-0.2,9,0.00,18.09.24
,Railways_ER ISTS,21,0,0.1,0.1,-0.1,3,0.00,18.09.24
NER,Arunachal Pradesh,182,0,4.6,3.1,1.1,26,0.00,18.09.24
,Assam,2607,0,51.3,42.0,1.7,218,0.04,18.09.24
,Manipur,217,0,2.0,2.9,-1.0,31,0.08,18.09.24
,Meghalaya,260,0,4.5,1.8,-0.2,115,0.00,18.09.24
,Mizoram,122,0,2.3,0.6,-0.2,12,0.00,18.09.24
,Nagaland,171,0,3.5,2.8,0.3,13,0.00,18.09.24
,Tripura,330,0,6.5,6.0,0.4,66,0.00,18.09.24
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Peak hour
Shortage (MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",18.10.13
NR,Punjab,5279,0,113.6,66.5,1.7,253,18.10.13
,Haryana,5892,0,108.0,59.0,-1.0,113,18.10.13
,Rajasthan,6900,0,148.3,73.6,-4.7,85,18.10.13
,Delhi,3930,0,78.5,58.6,0.8,258,18.10.13
,UP,9358,2200,208.4,85.9,-4.0,230,18.10.13
,Uttarakhand,1670,35,31.9,16.5,1.0,176,18.10.13
,HP,1216,0,24.1,10.8,2.4,445,18.10.13
,J&K,1784,100,34.0,23.7,-2.2,100,18.10.13
,Chandigarh,216,0,4.0,3.9,0.1,21,18.10.13
WR,Chhattisgarh,2689,19,59.4,11.6,-2.7,80,18.10.13
,Gujarat,10591,7,228.4,43.8,-0.8,775,18.10.13
,MP,6491,0,129.1,61.3,-2.3,524,18.10.13
,Maharashtra,15457,105,344.7,101.6,-2.9,750,18.10.13
,Goa,407,0,8.4,7.1,1.0,50,18.10.13
,DD,271,0,6.3,6.2,0.1,30,18.10.13
,DNH,656,0,14.9,14.7,0.1,40,18.10.13
,Essar steel,361,0,7.2,7.2,0.1,51,18.10.13
SR,Andhra Pradesh,10781,1000,238.0,82.0,4.9,327,18.10.13
,Karnataka,7378,600,155.2,17.1,-0.9,224,18.10.13
,Kerala,3155,150,56.5,23.4,1.8,272,18.10.13
,Tamil Nadu,11126,667,246.8,75.8,-3.2,202,18.10.13
,Pondy,294,40,6.2,6.2,0.1,40,18.10.13
ER,Bihar,2028,0,37.8,38.3,-0.5,100,18.10.13
,DVC,2492,0,54.0,-16.5,1.6,400,18.10.13
,Jharkhand,942,0,19.9,13.3,-1.1,150,18.10.13
,Odisha,3085,0,59.1,7.2,2.1,300,18.10.13
,West Bengal,6435,0,116.0,24.7,6.1,300,18.10.13
,Sikkim,84,0,1.3,1.6,-0.3,0,18.10.13
NER,Arunachal Pradesh,105,4,1.2,1.2,0.1,49,18.10.13
,Assam,1169,73,23.0,14.0,4.2,266,18.10.13
,Manipur,96,3,1.3,2.0,-0.7,24,18.10.13
,Meghalaya,243,9,4.1,2.2,-0.1,54,18.10.13
,Mizoram,57,3,1.1,0.9,0.0,19,18.10.13
,Nagaland,97,1,1.4,1.2,0.0,28,18.10.13
,Tripura,232,1,3.4,1.0,0.1,40,18.10.13
RegionRegion,States,"Max. Demand Met
during the day
(MW)","Shortage during
maximum Demand
(MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",18.10.14
NR,Punjab,5383,0,107.8,51.4,1.0,228,18.10.14
,Haryana,5531,491,112.3,63.7,-0.5,202,18.10.14
,Rajasthan,7887,0,171.4,38.6,0.2,545,18.10.14
,Delhi,3624,0,70.2,43.2,-1.1,275,18.10.14
,UP,9182,2705,203.2,90.6,2.6,880,18.10.14
,Uttarakhand,1603,75,30.6,18.0,1.7,233,18.10.14
,HP,1304,0,24.1,13.4,1.0,138,18.10.14
,J&K,1752,0,32.1,21.4,3.5,313,18.10.14
,Chandigarh,194,0,3.5,3.6,-0.1,30,18.10.14
WR,Chhattisgarh,3093,18,66.1,8.3,-0.7,167,18.10.14
,Gujarat,13643,0,307.4,57.9,1.9,660,18.10.14
,MP,7565,0,170.4,93.7,0.0,366,18.10.14
,Maharashtra,19531,561,422.1,159.2,-3.3,864,18.10.14
,Goa,436,0,9.1,8.5,0.6,55,18.10.14
,DD,272,0,6.1,6.1,0.1,41,18.10.14
,DNH,645,0,14.9,15.2,-0.3,61,18.10.14
,Essar steel,319,0,6.7,5.8,0.8,132,18.10.14
SR,Andhra Pradesh,5473,1200,122.1,24.8,-1.6,317,18.10.14
,Telangana,6249,800,144.9,55.8,5.8,670,18.10.14
,Karnataka,7574,1000,162.2,10.9,1.8,310,18.10.14
,Kerala,2963,150,59.3,25.2,2.2,374,18.10.14
,Tamil Nadu,10554,831,243.5,63.2,1.7,382,18.10.14
,Pondy,298,10,6.0,6.1,-0.1,32,18.10.14
ER,Bihar,2612,350,49.0,46.5,0.0,200,18.10.14
,DVC,2420,0,56.1,-16.2,-0.8,180,18.10.14
,Jharkhand,869,0,19.6,12.6,0.3,120,18.10.14
,Odisha,3527,0,69.1,17.5,1.5,300,18.10.14
,West Bengal,7438,0,144.5,40.4,2.7,460,18.10.14
,Sikkim,104,0,1.3,1.2,0.1,25,18.10.14
NER,Arunachal Pradesh,109,1,1.9,1.4,0.5,51,18.10.14
,Assam,1185,176,23.5,15.2,1.4,151,18.10.14
,Manipur,119,16,1.8,2.1,-0.3,35,18.10.14
,Meghalaya,254,1,4.2,0.7,-0.5,43,18.10.14
,Mizoram,69,1,1.1,1.0,0.1,19,18.10.14
,Nagaland,100,1,2.0,1.2,0.3,33,18.10.14
,Tripura,203,23,3.5,1.0,0.3,46,18.10.14
RegionRegion,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",18.10.15
NR,Punjab,5263,0,116.1,58.6,0.2,173,18.10.15
,Haryana,7175,0,138.5,73.9,-0.5,305,18.10.15
,Rajasthan,9695,0,211.4,66.8,-0.2,157,18.10.15
,Delhi,3973,0,82.5,69.5,-1.1,162,18.10.15
,UP,12944,1355,282.0,121.9,0.4,287,18.10.15
,Uttarakhand,1767,0,34.7,18.0,1.7,237,18.10.15
,HP,1258,0,23.8,14.0,1.0,202,18.10.15
,J&K,2050,512,39.7,26.9,1.7,266,18.10.15
,Chandigarh,208,0,3.8,4.1,-0.2,10,18.10.15
WR,Chhattisgarh,3698,96,87.2,34.9,0.6,253,18.10.15
,Gujarat,14376,0,317.6,61.4,-0.1,273,18.10.15
,MP,10117,0,223.4,116.7,-0.8,617,18.10.15
,Maharashtra,20609,367,446.4,136.7,-0.7,668,18.10.15
,Goa,409,0,8.6,8.2,0.3,37,18.10.15
,DD,306,0,6.8,6.7,0.1,36,18.10.15
,DNH,679,0,15.3,15.4,-0.2,47,18.10.15
,Essar steel,131,0,2.5,2.4,0.0,91,18.10.15
SR,Andhra Pradesh,6563,0,149.3,25.1,2.1,465,18.10.15
,Telangana,6644,0,151.8,105.2,-0.2,157,18.10.15
,Karnataka,6996,1800,149.5,25.5,8.0,696,18.10.15
,Kerala,3487,0,63.4,39.0,0.9,406,18.10.15
,Tamil Nadu,12234,0,283.2,124.6,3.2,388,18.10.15
,Pondy,338,0,7.0,6.8,0.2,37,18.10.15
ER,Bihar,3301,100,67.5,64.7,0.4,250,18.10.15
,DVC,2518,0,57.8,-13.1,-0.2,185,18.10.15
,Jharkhand,1089,0,21.9,12.9,-1.0,100,18.10.15
,Odisha,4232,0,67.9,14.9,-0.4,320,18.10.15
,West Bengal,7530,0,146.6,44.5,-1.7,300,18.10.15
,Sikkim,94,0,1.2,0.5,0.7,30,18.10.15
NER,Arunachal Pradesh,116,2,2.0,1.8,0.2,35,18.10.15
,Assam,1356,80,24.9,18.3,1.6,202,18.10.15
,Manipur,141,1,2.3,2.0,0.3,35,18.10.15
,Meghalaya,282,3,4.4,2.2,-0.9,63,18.10.15
,Mizoram,79,1,1.4,1.3,0.1,14,18.10.15
,Nagaland,104,2,1.9,1.6,0.2,24,18.10.15
,Tripura,238,2,3.8,0.6,1.0,85,18.10.15
RegionRegion,States,"Max. Demand
Met during the
day (MW)","Shortage during
maximum Demand
(MW)","Energy
Met (MU)","Drawal
Schedule (MU)","OD(+)/
UD(-) (MU)","Max
OD (MW)",18.10.16
NR,Punjab,5754,0,125.3,62.5,-0.1,113,18.10.16
